epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,87.2451,1.05627,7.72843,1.36246,0.8776,0.12226,0.14667,0.08871,1.37365,7.7975,1.49194,0.000301783,0.000301783,0.000301783
2,142.169,1.2245,3.1295,1.44066,0.88415,0.17968,0.1851,0.12539,1.30271,7.19293,1.3962,0.000600792,0.000600792,0.000600792
3,210.13,1.23985,2.50394,1.46975,0.79487,0.18744,0.15778,0.09663,1.68443,5.07587,1.48916,0.0008958,0.0008958,0.0008958
4,281.325,1.40895,2.59553,1.57968,0.56438,0.14611,0.1461,0.07657,1.40258,3.55207,1.57169,0.000891002,0.000891002,0.000891002
5,351.267,1.32988,2.38577,1.49306,0.60207,0.13861,0.17076,0.10133,1.68816,6.66629,1.62843,0.000885002,0.000885002,0.000885002
6,425.785,1.36863,2.29084,1.52153,0.47578,0.19102,0.13916,0.0987,1.44544,4.0984,1.46819,0.000879003,0.000879003,0.000879003
7,499.074,1.35361,2.30703,1.54661,0.71195,0.18744,0.18799,0.12491,1.60759,2.99397,1.68043,0.000873004,0.000873004,0.000873004
8,571.988,1.30653,2.22114,1.53287,0.7158,0.18447,0.1855,0.13046,1.19263,2.71575,1.3217,0.000867004,0.000867004,0.000867004
9,638.825,1.21173,2.11935,1.42892,0.77511,0.19495,0.21983,0.15442,1.31509,3.43257,1.56899,0.000861005,0.000861005,0.000861005
10,708.622,1.18551,1.99254,1.38721,0.69197,0.18958,0.1788,0.12131,1.28869,2.5259,1.45468,0.000855005,0.000855005,0.000855005
11,788.971,1.18326,2.01776,1.3894,0.73485,0.21043,0.21635,0.15867,1.11863,3.21217,1.35604,0.000849006,0.000849006,0.000849006
12,856.002,1.11987,1.81879,1.34405,0.94781,0.19181,0.23636,0.17278,1.32724,3.06365,1.36714,0.000843007,0.000843007,0.000843007
13,929.523,1.21254,1.91867,1.38877,0.96834,0.18779,0.23394,0.17427,1.49341,2.39171,1.5359,0.000837007,0.000837007,0.000837007
14,1000.46,1.21953,1.92925,1.37625,0.92073,0.2023,0.2195,0.16237,1.32511,3.45252,1.34465,0.000831008,0.000831008,0.000831008
15,1069.3,1.11096,1.72498,1.34523,0.93269,0.22613,0.24323,0.18993,1.40401,2.26955,1.37745,0.000825008,0.000825008,0.000825008
16,1141.73,1.09075,1.77136,1.29792,0.79534,0.19341,0.24507,0.17821,1.41159,3.41935,1.36539,0.000819009,0.000819009,0.000819009
17,1214.04,1.11267,1.69653,1.33725,0.92345,0.23885,0.25749,0.1927,1.32156,2.6965,1.48447,0.00081301,0.00081301,0.00081301
18,1291.19,1.08218,1.60968,1.2892,0.74455,0.23453,0.25047,0.18742,1.34881,2.72744,1.32555,0.00080701,0.00080701,0.00080701
19,1372.87,1.02765,1.51338,1.30458,0.90869,0.19875,0.21904,0.16539,1.3667,2.39324,1.40014,0.000801011,0.000801011,0.000801011
20,1447.55,1.14007,1.81458,1.31024,0.91628,0.21905,0.22839,0.16657,1.36273,3.349,1.33017,0.000795011,0.000795011,0.000795011
21,1526.8,1.00952,1.67518,1.25611,0.73124,0.22325,0.22949,0.15738,1.34169,3.37404,1.37698,0.000789012,0.000789012,0.000789012
22,1607.35,1.07076,1.64592,1.32338,0.88857,0.2332,0.21667,0.16359,1.42083,2.58943,1.42547,0.000783013,0.000783013,0.000783013
23,1686.36,0.99363,1.51422,1.26466,0.96913,0.20049,0.23675,0.18407,1.33878,2.50969,1.3855,0.000777013,0.000777013,0.000777013
24,1766.93,1.06845,1.65037,1.28664,0.95072,0.22868,0.24887,0.19535,1.34068,2.83739,1.38602,0.000771014,0.000771014,0.000771014
25,1851.49,0.94984,1.52212,1.22036,0.93291,0.21331,0.24951,0.19839,1.31068,2.58598,1.33617,0.000765014,0.000765014,0.000765014
26,1933.38,0.9889,1.43478,1.2485,0.9434,0.23895,0.25063,0.19421,1.29793,3.37378,1.37216,0.000759015,0.000759015,0.000759015
27,2021.02,0.97356,1.36203,1.22512,0.74797,0.22613,0.25046,0.19654,1.27537,3.99239,1.30128,0.000753016,0.000753016,0.000753016
28,2110.26,1.00948,1.42836,1.25354,0.86991,0.23055,0.242,0.19824,1.23996,3.74571,1.30194,0.000747016,0.000747016,0.000747016
29,2190.89,0.92509,1.2614,1.22485,0.91768,0.25464,0.25978,0.19189,1.35323,3.12733,1.39297,0.000741017,0.000741017,0.000741017
