epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,26.2112,1.05212,6.34732,1.35351,0.87146,0.19326,0.18311,0.11687,1.41047,7.10666,1.54015,0.000301783,0.000301783,0.000301783
2,51.7464,1.32975,3.19779,1.50627,0.84518,0.10785,0.11398,0.06849,1.5446,7.03731,1.65711,0.000600792,0.000600792,0.000600792
3,76.1877,1.35908,2.60052,1.50903,0.7452,0.12467,0.13254,0.08262,1.74356,3.43568,1.788,0.0008958,0.0008958,0.0008958
4,102.3,1.52403,2.8564,1.60506,0.64792,0.19474,0.16889,0.10667,1.52138,3.46196,1.52089,0.000891002,0.000891002,0.000891002
5,128.267,1.3599,2.46594,1.52952,0.62567,0.19474,0.16253,0.09341,1.35328,6.80694,1.57729,0.000885002,0.000885002,0.000885002
6,154.363,1.45082,2.40028,1.61396,0.56926,0.14407,0.17949,0.10357,1.34983,3.54079,1.46258,0.000879003,0.000879003,0.000879003
7,179.715,1.38676,2.33846,1.55307,0.45559,0.12909,0.13129,0.08461,1.41007,2.39738,1.54184,0.000873004,0.000873004,0.000873004
8,204.968,1.43317,2.36328,1.59034,0.61763,0.16724,0.15132,0.09405,1.35153,2.93338,1.49573,0.000867004,0.000867004,0.000867004
9,229.36,1.35815,2.14435,1.52943,0.75525,0.17598,0.19359,0.12878,1.26832,2.80341,1.35496,0.000861005,0.000861005,0.000861005
10,253.521,1.29108,2.10107,1.45905,0.70736,0.18302,0.17828,0.11798,1.1757,2.57148,1.37292,0.000855005,0.000855005,0.000855005
11,277.843,1.25518,2.0999,1.43749,0.75336,0.17197,0.19844,0.13469,1.27833,2.59279,1.33117,0.000849006,0.000849006,0.000849006
12,302.253,1.17776,1.94028,1.37955,0.71223,0.20203,0.20618,0.13981,1.20918,2.87883,1.38618,0.000843007,0.000843007,0.000843007
13,327.665,1.32954,2.13878,1.48771,0.70721,0.18566,0.20306,0.13149,1.30511,3.43208,1.45302,0.000837007,0.000837007,0.000837007
14,354.143,1.19987,2.01266,1.39748,0.78833,0.20314,0.24261,0.16357,1.2015,2.84445,1.4045,0.000831008,0.000831008,0.000831008
15,380.391,1.18064,1.82098,1.4216,0.69196,0.1993,0.21253,0.1572,1.31995,2.99844,1.36861,0.000825008,0.000825008,0.000825008
16,406.595,1.12818,1.87222,1.34158,0.77574,0.22325,0.23582,0.17913,1.24697,4.33546,1.45334,0.000819009,0.000819009,0.000819009
17,430.801,1.10646,1.70451,1.34126,0.77035,0.22677,0.25369,0.18645,1.14451,3.33962,1.39031,0.00081301,0.00081301,0.00081301
18,455.521,1.09562,1.71073,1.33598,0.75952,0.22919,0.25304,0.17873,1.15597,2.06361,1.3451,0.00080701,0.00080701,0.00080701
19,479.902,1.06097,1.61768,1.31657,0.76119,0.20389,0.24038,0.1802,1.12008,2.70877,1.26981,0.000801011,0.000801011,0.000801011
20,504.39,1.14432,1.81092,1.3507,0.74293,0.22613,0.25966,0.19377,1.07523,2.9317,1.36168,0.000795011,0.000795011,0.000795011
21,528.733,1.04258,1.82908,1.28987,0.78776,0.20049,0.24797,0.18539,1.0622,2.75978,1.2705,0.000789012,0.000789012,0.000789012
22,553.131,1.16694,1.80826,1.38068,0.74527,0.24591,0.25568,0.18598,1.02638,2.25371,1.21417,0.000783013,0.000783013,0.000783013
23,578.665,1.05732,1.54276,1.29884,0.56372,0.21191,0.21716,0.16665,1.06512,1.97795,1.28044,0.000777013,0.000777013,0.000777013
24,604.541,1.02236,1.61682,1.29302,0.58199,0.20049,0.22337,0.1672,1.03952,2.57995,1.29457,0.000771014,0.000771014,0.000771014
25,630.051,0.96548,1.60656,1.24531,0.74767,0.24522,0.24759,0.18245,1.0169,2.16663,1.20669,0.000765014,0.000765014,0.000765014
26,655.072,1.05764,1.53145,1.33387,0.59806,0.24766,0.24474,0.19434,1.05147,2.43546,1.29955,0.000759015,0.000759015,0.000759015
27,679.978,1.03164,1.47518,1.28468,0.55127,0.25464,0.24552,0.19121,1.07151,4.57681,1.20151,0.000753016,0.000753016,0.000753016
28,704.163,1.0649,1.52324,1.29723,0.78325,0.21151,0.24566,0.19328,1.10325,3.06868,1.24756,0.000747016,0.000747016,0.000747016
29,728.417,1.02961,1.41733,1.30159,0.74995,0.20999,0.24198,0.17656,1.16329,2.81267,1.3458,0.000741017,0.000741017,0.000741017
30,752.556,1.01375,1.50879,1.26968,0.58629,0.229,0.23719,0.182,1.07367,2.45323,1.28134,0.000735017,0.000735017,0.000735017
31,777.004,1.08564,1.58669,1.36827,0.74081,0.22183,0.24018,0.18092,0.98673,2.20868,1.20827,0.000729018,0.000729018,0.000729018
32,801.41,0.92291,1.38138,1.25202,0.59218,0.22943,0.24962,0.19193,0.9039,2.21706,1.12222,0.000723019,0.000723019,0.000723019
33,827.151,0.96619,1.47426,1.24983,0.75046,0.24615,0.24367,0.18525,1.05118,2.18491,1.22598,0.000717019,0.000717019,0.000717019
34,853.488,0.91927,1.25158,1.21769,0.79767,0.2509,0.26962,0.20752,1.0582,1.78217,1.37563,0.00071102,0.00071102,0.00071102
35,878.759,0.96474,1.33107,1.26967,0.78605,0.24315,0.27077,0.21051,1.09298,2.28658,1.38807,0.00070502,0.00070502,0.00070502
36,903.871,0.93818,1.41958,1.23865,0.78321,0.24889,0.24923,0.19851,1.03016,2.59117,1.36438,0.000699021,0.000699021,0.000699021
37,928.727,0.95698,1.35131,1.24193,0.58935,0.20695,0.23629,0.17838,1.04369,2.14601,1.30927,0.000693022,0.000693022,0.000693022
38,952.852,0.92106,1.27637,1.21965,0.75661,0.23622,0.24559,0.19165,1.00542,2.47407,1.19185,0.000687022,0.000687022,0.000687022
39,976.997,0.93711,1.41963,1.24358,0.63702,0.24301,0.2781,0.2295,0.96659,3.22738,1.26362,0.000681023,0.000681023,0.000681023
40,1003.36,0.90766,1.21133,1.2006,0.78773,0.25752,0.25351,0.19879,1.11704,2.26047,1.33611,0.000675023,0.000675023,0.000675023
41,1027.93,0.85617,1.14656,1.18501,0.78765,0.25464,0.26265,0.20695,1.09766,3.48877,1.37697,0.000669024,0.000669024,0.000669024
42,1053.17,0.86474,1.19623,1.19961,0.76468,0.25177,0.2632,0.2139,0.99452,2.65371,1.28229,0.000663025,0.000663025,0.000663025
43,1079.4,0.91425,1.2843,1.2242,0.56643,0.23895,0.25546,0.20991,0.98721,2.93957,1.33348,0.000657025,0.000657025,0.000657025
44,1105.61,0.88458,1.29669,1.18767,0.78664,0.24469,0.25945,0.2169,0.97392,2.06004,1.29792,0.000651026,0.000651026,0.000651026
45,1130.6,0.91856,1.24748,1.21181,0.77949,0.22936,0.25298,0.20163,0.93463,2.88488,1.28873,0.000645026,0.000645026,0.000645026
46,1155.57,0.83928,1.16489,1.18594,0.80117,0.24469,0.26486,0.21116,0.88112,2.15473,1.19155,0.000639027,0.000639027,0.000639027
47,1179.86,0.84439,1.24513,1.18208,0.7987,0.21618,0.24392,0.19261,0.89219,2.30241,1.10187,0.000633028,0.000633028,0.000633028
48,1203.99,0.86439,1.13778,1.23685,0.75457,0.22793,0.30244,0.21944,0.95537,2.20709,1.25222,0.000627028,0.000627028,0.000627028
49,1228.13,0.84048,1.17561,1.18637,0.76149,0.27321,0.2821,0.21502,0.99051,2.10889,1.19649,0.000621029,0.000621029,0.000621029
50,1252.41,0.82597,1.16707,1.17331,0.78757,0.25395,0.29441,0.23594,0.97821,2.46866,1.33652,0.000615029,0.000615029,0.000615029
51,1276.69,0.81835,1.14573,1.16607,0.62845,0.27034,0.26525,0.22313,0.95184,2.08735,1.25504,0.00060903,0.00060903,0.00060903
52,1302.13,0.78533,1.06553,1.1478,0.78874,0.24469,0.26384,0.21679,0.91062,2.069,1.1651,0.000603031,0.000603031,0.000603031
53,1328.18,0.8367,1.09971,1.18956,0.61885,0.24469,0.2449,0.20236,0.88611,3.60912,1.15996,0.000597031,0.000597031,0.000597031
54,1353.37,0.83356,1.07781,1.1766,0.80584,0.2304,0.26397,0.21429,0.88489,2.88173,1.17056,0.000591032,0.000591032,0.000591032
55,1377.93,0.80741,1.20691,1.14864,0.63302,0.24469,0.26926,0.21462,0.84216,3.41916,1.13455,0.000585032,0.000585032,0.000585032
56,1403.22,0.81108,1.03675,1.17884,0.79751,0.24469,0.30845,0.22515,0.88335,2.16255,1.19887,0.000579033,0.000579033,0.000579033
57,1427.43,0.79085,1.11539,1.13814,0.62151,0.23456,0.27409,0.21968,0.96784,2.42798,1.30309,0.000573034,0.000573034,0.000573034
58,1452.07,0.8099,1.13929,1.15615,0.63003,0.23475,0.2648,0.21417,0.90743,2.81049,1.21253,0.000567034,0.000567034,0.000567034
59,1476.33,0.79096,1.11762,1.13225,0.80347,0.22186,0.28372,0.2247,0.9205,1.76333,1.20288,0.000561035,0.000561035,0.000561035
