Timestamp,Mode,Latency_ms,FPS,CPU_Usage_%,RAM_Usage_%,CPU_Temp_C,Throttled,Confidence_Max,Detection_Result
17:17:48.721,Active,405.7,0.0,19.1,12.4,55.1,No,0.0,None
17:17:49.132,Active,404.9,0.0,98.2,12.5,56.8,No,0.0,None
17:17:49.544,Active,404.5,0.0,98.8,12.5,56.8,No,0.0,None
17:17:49.979,Active,427.4,0.0,96.6,12.5,57.9,No,0.0,None
17:17:50.392,Active,406.2,0.0,98.2,12.4,59.0,No,0.0,None
17:17:50.829,Active,429.6,0.0,95.4,12.5,59.5,No,0.0,None
17:17:51.240,Active,404.9,0.0,99.4,12.4,60.0,No,0.0,None
17:17:51.661,Active,413.4,0.0,98.2,12.6,60.0,No,0.0,None
17:17:52.075,Active,407.5,0.0,98.8,12.7,60.6,No,0.0,None
17:17:52.489,Active,405.1,2.3,98.2,12.7,61.1,No,0.0,None
17:17:52.924,Active,428.2,2.3,97.7,12.7,61.1,No,0.0,None
17:17:53.335,Active,405.7,2.3,98.2,12.6,62.2,No,0.0,None
17:17:53.773,Active,429.7,2.3,98.3,12.9,61.7,No,0.0,None
17:17:54.193,Active,413.4,2.3,98.2,12.9,61.7,No,0.0,None
17:17:54.604,Active,401.8,2.3,98.2,12.9,63.4,No,0.0,None
17:17:55.020,Active,408.6,2.3,98.8,12.9,63.9,No,0.0,None
17:17:55.435,Active,407.1,2.3,98.8,12.9,63.9,No,0.0,None
17:17:55.863,Active,422.4,2.3,97.1,12.8,63.9,No,0.0,None
17:17:56.274,Active,404.6,2.3,98.8,12.8,64.5,No,0.0,None
17:17:56.699,Active,416.2,2.4,95.9,12.8,65.0,No,0.0,None
17:17:57.114,Active,406.2,2.4,98.8,12.7,63.9,No,0.0,None
17:17:57.532,Active,408.5,2.4,97.6,12.7,65.0,No,0.0,None
17:17:57.948,Active,408.1,2.4,98.2,12.7,65.0,No,0.0,None
17:17:58.365,Active,409.5,2.4,98.2,12.7,65.5,No,0.0,None
17:17:58.780,Active,408.6,2.4,98.8,12.6,65.5,No,0.0,None
17:17:59.192,Active,404.8,2.4,98.2,12.6,66.7,No,0.0,None
