type,val_image,train_image,hamming_distance,val_md5,train_md5,val_phash,train_phash
near,Anthracnose_07dd36b8_jpg.rf.c773a7cbc483d55aaf253a3ac3a9935a.jpg,Anthracnose_fb92fd15_jpg.rf.31ac04743a4efe023f5f8acd9cfc7af4.jpg,8,8efe702b1051577385f33efc8285d7ff,72fcc712bce11b6faec7f0ecf443029c,d0b2895253dd5ee8,d0b2815e5bdc566c
near,Anthracnose_0d184e97_jpg.rf.6b51d16433617b14e11859264c493647.jpg,Anthracnose_41d062ec_jpg.rf.e8dac4edb7661bb6198823b31a1a8298.jpg,8,0b4580297063221c3d65504687ed2636,64be79c06077b765cb14b2eff6f6307c,a46d5d1e53825a1f,a46d513853875b1f
near,Anthracnose_0d184e97_jpg.rf.6b51d16433617b14e11859264c493647.jpg,Anthracnose_aug_d552cd85_jpg.rf.84b7edec7842b88dd3d243590e7f342a.jpg,8,0b4580297063221c3d65504687ed2636,02a7e57fa7eb036b6418d820ab9acd28,a46d5d1e53825a1f,a46d513853875b1f
near,Anthracnose_0d184e97_jpg.rf.6b51d16433617b14e11859264c493647.jpg,Anthracnose_eb6e67a1_jpg.rf.0ab3b8dc544f9fef369b9ae372e432f8.jpg,8,0b4580297063221c3d65504687ed2636,d383eb6192216e0fb183c8a58863d77d,a46d5d1e53825a1f,a56d511ed3c65817
near,Anthracnose_2eb9b02d_jpg.rf.e756635e80681a40aced96363b27eb71.jpg,Anthracnose_38a84fcf_jpg.rf.7964861d39ea462b78b1eb756b28660d.jpg,8,368fa8014fe39c4a586c30d79e2d3378,53c1f20781fa5d7ddf0f3077cc17b7eb,96680a99b4e4cb7b,97680b9834e54bf9
near,Anthracnose_2eb9b02d_jpg.rf.e756635e80681a40aced96363b27eb71.jpg,Anthracnose_9bbdd0ab_jpg.rf.c54679c0bb609139e24f223c8c619d25.jpg,8,368fa8014fe39c4a586c30d79e2d3378,a186b28284163764972c072170b34bcb,96680a99b4e4cb7b,97680b9834e54bf9
near,Anthracnose_2eb9b02d_jpg.rf.e756635e80681a40aced96363b27eb71.jpg,Anthracnose_cd7dc584_jpg.rf.7b1f1b4b87cf33bde0ccbc08ffcde96d.jpg,8,368fa8014fe39c4a586c30d79e2d3378,27f6ffb7c0822f24a407499df4fa33a8,96680a99b4e4cb7b,9e650a99b6a4c93b
near,Anthracnose_2eb9b02d_jpg.rf.e756635e80681a40aced96363b27eb71.jpg,Anthracnose_d8e58f62_jpg.rf.50f20e1089a8b9a3017ce08eadaae3a6.jpg,8,368fa8014fe39c4a586c30d79e2d3378,74ded3783ab1bcc55ec77742e7f9629a,96680a99b4e4cb7b,97680b9834e54bf9
near,Anthracnose_392bb781_jpg.rf.a168dc01b7ea4db5073b4244c03a47d3.jpg,Anthracnose_0a8bc8bd_jpg.rf.c89af976af378478b7fa0e975c3a4205.jpg,8,bc81e327fb8b3a732eae960465d27d88,18b4c69af55a1ee6b4ec20e0018a4c04,901d039d6db31cbe,902d23996df334ae
near,Anthracnose_392bb781_jpg.rf.a168dc01b7ea4db5073b4244c03a47d3.jpg,Anthracnose_a1e757f2_jpg.rf.34581f7c3966bfc944f52d3b31f56052.jpg,8,bc81e327fb8b3a732eae960465d27d88,bb285ff297d126271486ce4a59d14841,901d039d6db31cbe,902d23996df334ae
near,Anthracnose_4f3aa516_jpg.rf.b21fbd7c04bfdbb4202e271c7bdfc843.jpg,Anthracnose_8701ba50_jpg.rf.1ff1078da3312458f5ab2c91a1df9bd2.jpg,8,b523ebef249499a78b784fb31c985531,58f071076fa9bc55f16fae60fece1941,856a51d316c5cdf8,856e511216c7cded
near,Anthracnose_592b3d22_jpg.rf.bcf2c333facb86ab7c8ba3af1ccb16e5.jpg,Anthracnose_d3844a77_jpg.rf.f1e01f89168b32391c6c4cd1cbf2cf46.jpg,8,7aed758763ea438667aee4f44bfc45c8,c35b8e3267848795bd5032ecc219dfa4,d0e203666d4f1c7b,90f223666d4d345f
near,Anthracnose_592b3d22_jpg.rf.bcf2c333facb86ab7c8ba3af1ccb16e5.jpg,Anthracnose_e91cf4f9_jpg.rf.1bac34251ab76723d2c1907af61f8e39.jpg,8,7aed758763ea438667aee4f44bfc45c8,55f5e8ae35b6e70c96c5bb4634be125e,d0e203666d4f1c7b,90f223e66c4d147f
near,Anthracnose_72ffd5e1_jpg.rf.55396b74ebacf00cd0ce5482aa0fa999.jpg,Anthracnose_9b76ba13_jpg.rf.331d2ab49153c687e11c3e8a337c2d31.jpg,8,fff4c44c302dc4eed347b2f733380bbd,8791ead26de56acf7199007c030aec8a,8cf1536b4f2c56a4,abf1536b4c6c54a4
near,Anthracnose_771cedb2_jpg.rf.c1ec313bbf20056a837e363a19716517.jpg,Anthracnose_372d344d_jpg.rf.c14094e9e814f1b096469fe37e5fb499.jpg,8,696b1f8c94c27698f3028f314cda7b88,31b01ca63e91b527062d7e0e942d3fef,97680b9934e4cb79,9e690a99b4a4cb3b
near,Anthracnose_7d6096bb_jpg.rf.1d8dc5d3ae71d45c9ed5e9721f50544a.jpg,Anthracnose_f6f4b992_jpg.rf.994492f0ac2a98d46faff595d4bfd3d1.jpg,8,6f64095cfde452d55132fc7d3104231c,02ad08b0d23a26598134ea2923f069ba,f138044f07d34f5b,f1b8084f16d70f4b
near,Anthracnose_aug_74be9bb6_jpg.rf.7f8e6a343117334c2c415a4874eb91bb.jpg,Anthracnose_39cfbf48_jpg.rf.757229929a5ab865e9c7ad64f1c662c9.jpg,8,e8aca932fce2f9c6095b0300ee5fd2cd,bac9ff761ec8ef7fd4083b7e4ae6b84a,a56d511ed3c65817,a56cd11ad2c6dc87
near,Anthracnose_aug_74be9bb6_jpg.rf.7f8e6a343117334c2c415a4874eb91bb.jpg,Anthracnose_51f4f1ae_jpg.rf.83c37b3b09be7e0c94985bcad0c86847.jpg,8,e8aca932fce2f9c6095b0300ee5fd2cd,5021e8e0c9efbd7a1503e47e2e5305c6,a56d511ed3c65817,a56c511ad2c6dca7
near,Anthracnose_aug_74be9bb6_jpg.rf.7f8e6a343117334c2c415a4874eb91bb.jpg,Anthracnose_aug_e73745b2_jpg.rf.f07b1d1bb9bae3513c72b3d4ac99cd7d.jpg,8,e8aca932fce2f9c6095b0300ee5fd2cd,11a8006123461de788290111cc5124fe,a56d511ed3c65817,a56cd11ad2c6dc87
near,Anthracnose_aug_78f4f773_jpg.rf.07e1c047fe884325a6a21640cc8a0895.jpg,Anthracnose_7746b8dc_jpg.rf.3f7f4cb3c0051636a7bcb148acf26b18.jpg,8,61e834768f614573845db67bcb156d3e,8cdf3b8a549f65f1c367990dfd78603c,c3305bcce1f18c6e,c3355ecce1b19c2c
near,Anthracnose_aug_b9eb6a5a_jpg.rf.b168a652476f3289d0da2ec34a6aec3f.jpg,Anthracnose_aug_5bdf23aa_jpg.rf.b51cc6a3fb2f28b9b4c7b2491abb689a.jpg,8,604b8c90cd9b62fe6faa004e7e6b35fc,9767f7564e11ac6893f8a0548613e743,a49251e753791af1,a59251e1537950fb
near,Anthracnose_aug_bfd468f9_jpg.rf.efd7b12fd3d5edc8a6cfae88f797ae49.jpg,Anthracnose_aug_2f56f532_jpg.rf.25e5f1dee95d2b04198129f11d614cba.jpg,8,c4ba10a427560e79a3e1f8b91c9e87f7,378ef56ce66c1ed0e6e568c9ea1ce96b,c3355ecce1b19c2c,c3305bcce1f18c6e
near,Anthracnose_aug_bfd468f9_jpg.rf.efd7b12fd3d5edc8a6cfae88f797ae49.jpg,Anthracnose_e8aff100_jpg.rf.ccb920601f3a693f3931c05e3a3ecbed.jpg,8,c4ba10a427560e79a3e1f8b91c9e87f7,193fa8700e518d7ee1ab1d18d295cbb5,c3355ecce1b19c2c,c3305bcce1f18c6e
near,Anthracnose_aug_f4e20a28_jpg.rf.0e3aa8dfc430757ac3bac580d3c39049.jpg,Anthracnose_aug_805d053b_jpg.rf.bf26827e4cfe05109f0e4cabd46cc2dc.jpg,8,59bc2338b10e43f573223832e0cc6869,6a113487adec14c3c826a0e30a2048eb,a168d91ed2c7d0b5,a56cd11ad2c6d4a7
near,Anthracnose_aug_fa0d46f5_jpg.rf.38c68a841335928c8eb294b0176e49c5.jpg,Anthracnose_58d8aa52_jpg.rf.aef9eed26bd0789096607a00363e8f9a.jpg,8,2be00a3ff973fe47c95500561b49962b,e7cc287911f622b4921bb6f0bd54ce88,c1305fcf21f3484f,d1305bce31f10b4f
near,Anthracnose_aug_fa0d46f5_jpg.rf.38c68a841335928c8eb294b0176e49c5.jpg,Anthracnose_aug_d30da515_jpg.rf.6243da0e1b28610927caac199335a59e.jpg,8,2be00a3ff973fe47c95500561b49962b,81bc878e6e19c56908c0b9baeca8a671,c1305fcf21f3484f,d1305bce31f10b4f
near,Anthracnose_aug_fa0d46f5_jpg.rf.38c68a841335928c8eb294b0176e49c5.jpg,Anthracnose_aug_e9b312e8_jpg.rf.fe314d813bee119e326847007679cc1b.jpg,8,2be00a3ff973fe47c95500561b49962b,7d4bd8b9e80a1e70de780581a0d2c686,c1305fcf21f3484f,d1305bce31f10b4f
near,Anthracnose_aug_fae1df8d_jpg.rf.d31623cb077f56d757d8ca042c336731.jpg,Anthracnose_41d062ec_jpg.rf.e8dac4edb7661bb6198823b31a1a8298.jpg,8,89921a2d5daf3b239653ec6b0dfee8ad,64be79c06077b765cb14b2eff6f6307c,a46d5d1e53825a1f,a46d513853875b1f
near,Anthracnose_aug_fae1df8d_jpg.rf.d31623cb077f56d757d8ca042c336731.jpg,Anthracnose_aug_d552cd85_jpg.rf.84b7edec7842b88dd3d243590e7f342a.jpg,8,89921a2d5daf3b239653ec6b0dfee8ad,02a7e57fa7eb036b6418d820ab9acd28,a46d5d1e53825a1f,a46d513853875b1f
near,Anthracnose_aug_fae1df8d_jpg.rf.d31623cb077f56d757d8ca042c336731.jpg,Anthracnose_eb6e67a1_jpg.rf.0ab3b8dc544f9fef369b9ae372e432f8.jpg,8,89921a2d5daf3b239653ec6b0dfee8ad,d383eb6192216e0fb183c8a58863d77d,a46d5d1e53825a1f,a56d511ed3c65817
near,Anthracnose_cc67bc1d_jpg.rf.2fbb64f903eebca332ece276d097383f.jpg,Anthracnose_7021d310_jpg.rf.6a8756c9fdc268e56b46dd946acce0a5.jpg,8,52437122c0462c477b73f6effd87c5a9,12c5f337ae447171bfb8eda5b9052036,ff5b18c5139c030f,fe5b1cc1038ce30f
near,Anthracnose_cc67bc1d_jpg.rf.2fbb64f903eebca332ece276d097383f.jpg,Anthracnose_d7acc71e_jpg.rf.bb0e844164d5270742c0621c36f84b0c.jpg,8,52437122c0462c477b73f6effd87c5a9,8e6d87b6cc33cd4acfa3acb75db7f07a,ff5b18c5139c030f,fe5b1cc1038ce30f
near,Anthracnose_cc67bc1d_jpg.rf.2fbb64f903eebca332ece276d097383f.jpg,Anthracnose_d89e22a5_jpg.rf.420994be0d501eb02db9de903d5713f9.jpg,8,52437122c0462c477b73f6effd87c5a9,7c9184ac31905b04e00a0e2c57c5f809,ff5b18c5139c030f,fe5b1cc1038ce30f
near,Anthracnose_d9f35328_jpg.rf.2012953ccfc434cdf2e9cd42f89c3764.jpg,Anthracnose_91519e76_jpg.rf.ecd28128fe2637b45f0688d70c896a88.jpg,8,79a2f62848b1e0ae8e46f0685b65cd48,ffb1bb3797a252df0d783b141b4f003e,a56d511a53865e1f,a4ed5d1e43825a1f
near,Anthracnose_d9f35328_jpg.rf.2012953ccfc434cdf2e9cd42f89c3764.jpg,Anthracnose_aug_b8516636_jpg.rf.266c773bcd1687dd858b5158234ca412.jpg,8,79a2f62848b1e0ae8e46f0685b65cd48,b8d1f45497e25b1892f81881034d896c,a56d511a53865e1f,a4ed5d1e43825a1f
