epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
68,6487.78,0.80033,1.06688,1.1421,0.95993,0.253,0.28097,0.23073,1.21164,2.02619,1.37857,0.00050704,0.00050704,0.00050704
69,6574.29,0.78814,1.04157,1.16394,0.79638,0.24165,0.28152,0.22337,1.22763,1.93179,1.34394,0.000501041,0.000501041,0.000501041
70,6669.34,0.72263,0.87013,1.11218,0.77513,0.25327,0.26926,0.22793,1.2252,1.94702,1.30211,0.000495041,0.000495041,0.000495041
71,6766.77,0.71466,0.93063,1.10466,0.66709,0.35654,0.35798,0.263,1.15705,2.13428,1.2397,0.000489042,0.000489042,0.000489042
72,6857.87,0.76439,1.00595,1.13558,0.65386,0.34929,0.35497,0.2576,1.25571,1.91173,1.25315,0.000483043,0.000483043,0.000483043
73,6957.07,0.76331,1.08127,1.14416,0.68374,0.34055,0.40059,0.25073,1.1721,1.94983,1.22432,0.000477043,0.000477043,0.000477043
74,7042.87,0.72721,0.85976,1.08817,0.69136,0.346,0.40496,0.25517,1.19239,1.8987,1.1752,0.000471044,0.000471044,0.000471044
75,7139.48,0.76619,0.92435,1.11568,0.6931,0.36936,0.36667,0.25342,1.17152,1.8715,1.3548,0.000465044,0.000465044,0.000465044
76,7232.93,0.70206,0.95981,1.08987,0.74391,0.35592,0.36804,0.27745,1.23261,2.24076,1.33931,0.000459045,0.000459045,0.000459045
77,7313.99,0.75281,0.92423,1.1148,0.924,0.23496,0.26285,0.21629,1.15117,2.32463,1.26475,0.000453046,0.000453046,0.000453046
78,7412.89,0.68712,0.91247,1.0848,0.96916,0.23967,0.2667,0.21799,1.19725,2.07367,1.40255,0.000447046,0.000447046,0.000447046
79,7509.24,0.73817,0.98293,1.13043,0.77582,0.25293,0.27252,0.22891,1.18768,1.78188,1.34786,0.000441047,0.000441047,0.000441047
80,7606.6,0.74142,0.92368,1.10952,0.52162,0.34313,0.37091,0.28892,1.13197,2.02827,1.22196,0.000435047,0.000435047,0.000435047
